   0.50   0.05   6.18
   0.49   0.10   6.18
   0.48   0.15   6.18
   0.46   0.19   6.18
   0.44   0.24   6.18
   0.42   0.28   6.18
   0.39   0.32   6.18
   0.35   0.35   6.18
   0.32   0.39   6.18
   0.28   0.42   6.18
   0.24   0.44   6.18
   0.19   0.46   6.18
   0.15   0.48   6.18
   0.10   0.49   6.18
   0.05   0.50   6.18
   0.00   0.50   6.18
  -0.05   0.50   6.18
  -0.10   0.49   6.18
  -0.15   0.48   6.18
  -0.19   0.46   6.18
  -0.24   0.44   6.18
  -0.28   0.42   6.18
  -0.32   0.39   6.18
  -0.35   0.35   6.18
  -0.39   0.32   6.18
  -0.42   0.28   6.18
  -0.44   0.24   6.18
  -0.46   0.19   6.18
  -0.48   0.15   6.18
  -0.49   0.10   6.18
  -0.50   0.05   6.18
  -0.50   0.00   6.18
  -0.50  -0.05   6.18
  -0.49  -0.10   6.18
  -0.48  -0.15   6.18
  -0.46  -0.19   6.18
  -0.44  -0.24   6.18
  -0.42  -0.28   6.18
  -0.39  -0.32   6.18
  -0.35  -0.35   6.18
  -0.32  -0.39   6.18
  -0.28  -0.42   6.18
  -0.24  -0.44   6.18
  -0.19  -0.46   6.18
  -0.15  -0.48   6.18
  -0.10  -0.49   6.18
  -0.05  -0.50   6.18
   0.00  -0.50   6.18
   0.05  -0.50   6.18
   0.10  -0.49   6.18
   0.15  -0.48   6.18
   0.19  -0.46   6.18
   0.24  -0.44   6.18
   0.28  -0.42   6.18
   0.32  -0.39   6.18
   0.35  -0.35   6.18
   0.39  -0.32   6.18
   0.42  -0.28   6.18
   0.44  -0.24   6.18
   0.46  -0.19   6.18
   0.48  -0.15   6.18
   0.49  -0.10   6.18
   0.50  -0.05   6.18
   0.50   0.00   6.18
   1.00   0.10   6.13
   0.98   0.20   6.13
   0.96   0.29   6.13
   0.92   0.38   6.13
   0.88   0.47   6.13
   0.83   0.56   6.14
   0.77   0.63   6.14
   0.71   0.71   6.14
   0.63   0.77   6.15
   0.56   0.83   6.15
   0.47   0.88   6.15
   0.38   0.92   6.16
   0.29   0.96   6.16
   0.20   0.98   6.17
   0.10   1.00   6.17
   0.00   1.00   6.17
  -0.10   1.00   6.18
  -0.20   0.98   6.18
  -0.29   0.96   6.19
  -0.38   0.92   6.19
  -0.47   0.88   6.20
  -0.56   0.83   6.20
  -0.63   0.77   6.21
  -0.71   0.71   6.21
  -0.77   0.63   6.21
  -0.83   0.56   6.22
  -0.88   0.47   6.22
  -0.92   0.38   6.22
  -0.96   0.29   6.22
  -0.98   0.20   6.22
  -1.00   0.10   6.23
  -1.00   0.00   6.23
  -1.00  -0.10   6.23
  -0.98  -0.20   6.23
  -0.96  -0.29   6.23
  -0.92  -0.38   6.22
  -0.88  -0.47   6.22
  -0.83  -0.56   6.22
  -0.77  -0.63   6.22
  -0.71  -0.71   6.22
  -0.63  -0.77   6.21
  -0.56  -0.83   6.21
  -0.47  -0.88   6.21
  -0.38  -0.92   6.20
  -0.29  -0.96   6.20
  -0.20  -0.98   6.19
  -0.10  -1.00   6.19
   0.00  -1.00   6.18
   0.10  -1.00   6.18
   0.20  -0.98   6.17
   0.29  -0.96   6.17
   0.38  -0.92   6.17
   0.47  -0.88   6.16
   0.56  -0.83   6.16
   0.63  -0.77   6.15
   0.71  -0.71   6.15
   0.77  -0.63   6.15
   0.83  -0.56   6.14
   0.88  -0.47   6.14
   0.92  -0.38   6.14
   0.96  -0.29   6.13
   0.98  -0.20   6.13
   1.00  -0.10   6.13
   1.00   0.00   6.13
   1.49   0.15   6.08
   1.47   0.29   6.08
   1.44   0.44   6.08
   1.39   0.57   6.09
   1.32   0.71   6.09
